Expr Log Ratio,Note,ID,Symbol,Entrez Gene Name,Location,Type(s)
-2.274,inside,Dmd,Dmd,dystrophin,Plasma Membrane,other
-2.274,downstream,Eif5al3-ps,Eif5al3-ps,"eukaryotic translation initiation factor 5A-like 3, pseudogene",Other,other
-2.274,upstream,Eml2,EML2,echinoderm microtubule associated protein like 2,Cytoplasm,other
-2.274,upstream,Epgn,EPGN,epithelial mitogen,Extracellular Space,growth factor
-2.274,downstream,Epha4,EPHA4,EPH receptor A4,Plasma Membrane,kinase
-2.274,upstream,Eya4,EYA4,EYA transcriptional coactivator and phosphatase 4,Cytoplasm,phosphatase
-2.274,upstream,Fam117b,FAM117B,family with sequence similarity 117 member B,Other,other
-2.274,upstream,Fgf14,FGF14,fibroblast growth factor 14,Extracellular Space,growth factor
-2.274,upstream,Foxn3,Foxn3,forkhead box N3,Other,other
-2.274,downstream,Fpr-rs7,Fpr-rs7,"formyl peptide receptor, related sequence 7",Plasma Membrane,G-protein coupled receptor
-2.274,downstream,Gm10188,Gm10188,predicted gene 10188,Other,other
-2.274,upstream,Gm10479,Gm10479,predicted gene 10479,Other,other
-2.274,downstream,Gm11220,Gm11220,predicted gene 11220,Other,other
-2.274,downstream,Gm11796,Gm11796,glyceraldehyde-3-phosphate dehydrogenase pseudogene,Other,other
-2.274,upstream,Gm11821,Gm11821,predicted gene 11821,Other,other
-2.274,downstream,Gm11853,Gm11853,kinesin family member 2C pseudogene,Other,other
-2.274,upstream,Gm12695,C1orf87,chromosome 1 open reading frame 87,Extracellular Space,other
-2.274,upstream,Gm12886,Gm10573 (includes others),predicted gene 8359,Other,other
-2.274,upstream,Gm13239,Gm13239,high mobility group box 3 pseudogene,Other,other
-2.274,upstream,Gm13305,IL11RA,interleukin 11 receptor subunit alpha,Plasma Membrane,transmembrane receptor
-2.274,upstream,Gm13367,Gm13367,predicted gene 13367,Other,other
-2.274,upstream,Gm14353,Gm14353,predicted gene 14353,Other,other
-2.274,downstream,Gm14578,Gm14578,predicted gene 14578,Other,other
-2.274,downstream,Gm14917,Gm14917,predicted gene 14917,Other,other
-2.274,downstream,Gm14957,Gm14957,predicted gene 14957,Other,other
-2.274,downstream,Gm15355,Gm15355,"ribosomal protein, large, P0 pseudogene",Other,other
-2.274,upstream,Gm2005,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-2.274,downstream,Gm5265,Gm5265,predicted pseudogene 5265,Other,other
-2.274,upstream,Gm5641,Gm5641,heterogeneous nuclear ribonucleoprotein A3 pseudogene,Other,other
-2.274,upstream,Gm5830,Gm5830,ubiquitin-conjugating enzyme E2 variant 1 pseudogene,Other,other
-2.274,upstream,Gm6369,Gm6369,predicted gene 6369,Other,other
-2.274,upstream,Gm6460,Speer4a (includes others),spermatogenesis associated glutamate (E)-rich protein 4A,Nucleus,other
-2.274,downstream,Gm6460,Speer4a (includes others),spermatogenesis associated glutamate (E)-rich protein 4A,Nucleus,other
-2.274,downstream,Gm8864,Gm8864,glyceraldehyde-3-phosphate dehydrogenase pseudogene,Other,other
-2.274,upstream,Gm8991,Gm8991,predicted pseudogene 8991,Other,other
-2.274,upstream,Gm9308,Gm9308,predicted gene 9308,Other,other
-2.274,inside,Grik2,GRIK2,glutamate ionotropic receptor kainate type subunit 2,Plasma Membrane,ion channel
-2.274,upstream,Grik2,GRIK2,glutamate ionotropic receptor kainate type subunit 2,Plasma Membrane,ion channel
-2.274,upstream,Grm7,GRM7,glutamate metabotropic receptor 7,Plasma Membrane,G-protein coupled receptor
-2.274,inside,Gstp2,GSTP1,glutathione S-transferase pi 1,Cytoplasm,enzyme
-2.274,inside,Gtf3c3,GTF3C3,general transcription factor IIIC subunit 3,Nucleus,transcription regulator
-2.274,inside,Gucy1a2,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,Cytoplasm,enzyme
-2.274,upstream,Gypa,Gypa,glycophorin A,Plasma Membrane,other
-2.274,upstream,H2-M10.1,H2-M10.1 (includes others),"histocompatibility 2, M region locus 10.1",Plasma Membrane,other
-2.274,inside,Hectd2,HECTD2,HECT domain E3 ubiquitin protein ligase 2,Cytoplasm,enzyme
-2.274,upstream,Hsf2,HSF2,heat shock transcription factor 2,Nucleus,transcription regulator
-2.274,upstream,Ifngr1,IFNGR1,interferon gamma receptor 1,Plasma Membrane,transmembrane receptor
-2.274,upstream,Ighg3,Ighg3,Immunoglobulin heavy constant gamma 3,Extracellular Space,other
-2.274,inside,Kdm4c,KDM4C,lysine demethylase 4C,Nucleus,enzyme
-2.274,upstream,Klf17,KLF17,Kruppel like factor 17,Nucleus,transcription regulator
-2.274,upstream,Mageb16,MAGEB16,MAGE family member B16,Other,other
-2.274,inside,Minpp1,MINPP1,multiple inositol-polyphosphate phosphatase 1,Cytoplasm,phosphatase
-2.274,upstream,Mir551b,mir-551,microRNA 551b,Cytoplasm,microRNA
-2.274,upstream,Mmp20,MMP20,matrix metallopeptidase 20,Extracellular Space,peptidase
-2.274,upstream,Msl3l2,Msl3l2,male-specific lethal 3-like 2 (Drosophila),Other,other
-2.274,upstream,Msrb2,MSRB2,methionine sulfoxide reductase B2,Nucleus,transcription regulator
-2.274,upstream,Mtx3,MTX3,metaxin 3,Other,other
-2.274,upstream,Mup21,Mup1 (includes others),major urinary protein 1,Extracellular Space,other
-2.274,upstream,Naf1,NAF1,nuclear assembly factor 1 ribonucleoprotein,Cytoplasm,other
-2.274,inside,Napb,NAPB,NSF attachment protein beta,Cytoplasm,transporter
-2.274,inside,Ndufs4,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,Cytoplasm,enzyme
-2.274,downstream,Nr1d2,NR1D2,nuclear receptor subfamily 1 group D member 2,Nucleus,ligand-dependent nuclear receptor
-2.274,overlapStart,Obox1,LOC102554917/Obox1,oocyte specific homeobox 1,Other,transcription regulator
-2.274,downstream,Olfm4,OLFM4,olfactomedin 4,Extracellular Space,other
-2.274,upstream,Olfr18,Olfr18,olfactory receptor 18,Plasma Membrane,G-protein coupled receptor
-2.274,downstream,Phxr4,Phxr4,per-hexamer repeat gene 4,Plasma Membrane,other
-2.274,inside,Pld5,PLD5,phospholipase D family member 5,Other,other
-2.274,upstream,Plscr4,PLSCR4,phospholipid scramblase 4,Plasma Membrane,enzyme
-2.274,upstream,Plxna2,PLXNA2,plexin A2,Plasma Membrane,transmembrane receptor
-2.274,inside,Ppp3ca,PPP3CA,protein phosphatase 3 catalytic subunit alpha,Cytoplasm,phosphatase
-2.274,downstream,Prlhr,PRLHR,prolactin releasing hormone receptor,Plasma Membrane,G-protein coupled receptor
-2.274,downstream,Psmg1,PSMG1,proteasome assembly chaperone 1,Plasma Membrane,other
-2.274,downstream,Ptbp2,PTBP2,polypyrimidine tract binding protein 2,Nucleus,other
-2.274,upstream,Ptpn12,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",Cytoplasm,phosphatase
-2.274,upstream,Rap1a-ps2,Rap1a-ps2,"RAS related protein-1a, pseudogene 2",Other,other
-2.274,downstream,Rap2b,RAP2B,"RAP2B, member of RAS oncogene family",Plasma Membrane,enzyme
-2.274,inside,Rbms3,RBMS3,RNA binding motif single stranded interacting protein 3,Other,other
-2.274,upstream,Reg3g,REG3G,regenerating family member 3 gamma,Extracellular Space,other
-2.274,inside,Rrp15,RRP15,ribosomal RNA processing 15 homolog,Nucleus,other
-2.274,upstream,Sema5b,SEMA5B,semaphorin 5B,Plasma Membrane,other
-2.274,inside,Slc6a20b,Slc6a20b,"solute carrier family 6 (neurotransmitter transporter), member 20B",Plasma Membrane,transporter
-2.274,upstream,Slc7a11,SLC7A11,solute carrier family 7 member 11,Plasma Membrane,transporter
-2.274,upstream,Slc7a11,SLC7A11,solute carrier family 7 member 11,Plasma Membrane,transporter
-2.274,upstream,Smad2,SMAD2,SMAD family member 2,Nucleus,transcription regulator
-2.274,downstream,Sorl1,SORL1,sortilin related receptor 1,Cytoplasm,transporter
-2.274,downstream,Spry4,SPRY4,sprouty RTK signaling antagonist 4,Plasma Membrane,other
-2.274,upstream,St6gal2,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",Cytoplasm,enzyme
-2.274,inside,Stac,STAC,SH3 and cysteine rich domain,Cytoplasm,other
-2.274,upstream,Sult1c2,Sult1c2 (includes others),sulfotransferase family 1C member 2,Cytoplasm,enzyme
-2.274,upstream,Tpm2,Tpm2,"tropomyosin 2, beta",Cytoplasm,other
-2.274,upstream,Trem1,TREM1,triggering receptor expressed on myeloid cells 1,Plasma Membrane,transmembrane receptor
-2.274,downstream,Vmn1r44,Vmn1r49 (includes others),"vomeronasal 1, receptor 49",Plasma Membrane,G-protein coupled receptor
-2.274,upstream,Wdr44,WDR44,WD repeat domain 44,Cytoplasm,other
-2.274,downstream,Zfp330,ZNF330,zinc finger protein 330,Nucleus,other
-2.274,upstream,Zfp804a,ZNF804A,zinc finger protein 804A,Other,other
-2.274,upstream,Zfp81,Zfp81,zinc finger protein 81,Other,other
-2.303,upstream,Gm12095,Gm12095,predicted gene 12095,Other,other
-2.303,downstream,Sox2,SOX2,SRY-box 2,Nucleus,transcription regulator
-2.324,downstream,Gm10128,Gm10128,alpha-takusan pseudogene,Other,other
-2.341,upstream,Exoc1,Exoc1,exocyst complex component 1,Cytoplasm,other
-2.341,downstream,Gm12644,Gm12644,within bgcn homolog pseudogene,Other,other
-2.341,downstream,Gm3286,C87414 (includes others),expressed sequence C87414,Other,other
-2.341,upstream,Gm5764,Gm5764,ribosomal protein SA pseudogene,Other,other
-2.341,downstream,Gm6851,Gm6851,predicted pseudogene 6851,Other,other
-2.341,downstream,Gm815,Gm815,predicted gene 815,Other,other
-2.341,inside,Nrxn1,NRXN1,neurexin 1,Plasma Membrane,transporter
-2.341,upstream,Olfr593,Olfr593,olfactory receptor 593,Plasma Membrane,G-protein coupled receptor
-2.354,inside,Rbp2,RBP2,retinol binding protein 2,Cytoplasm,transporter
-2.373,inside,A830018L16Rik,C8orf34,chromosome 8 open reading frame 34,Other,other
-2.373,downstream,BC048507,BC048507,cDNA sequence BC048507,Other,other
-2.373,downstream,BC048507,BC048507,cDNA sequence BC048507,Other,other
-2.373,downstream,BC048507,BC048507,cDNA sequence BC048507,Other,other
-2.373,upstream,Bdnf,BDNF,brain derived neurotrophic factor,Extracellular Space,growth factor
-2.373,upstream,Bet1,BET1,Bet1 golgi vesicular membrane trafficking protein,Cytoplasm,transporter
-2.373,upstream,Cdh6,CDH6,cadherin 6,Plasma Membrane,other
-2.373,upstream,Cmtm8,CMTM8,CKLF like MARVEL transmembrane domain containing 8,Extracellular Space,cytokine
-2.373,upstream,Crim1,CRIM1,cysteine rich transmembrane BMP regulator 1,Extracellular Space,kinase
-2.373,inside,Dhx35,DHX35,DEAH-box helicase 35,Other,enzyme
-2.373,inside,Dis3l2,DIS3L2,DIS3 like 3'-5' exoribonuclease 2,Cytoplasm,enzyme
-2.373,inside,Dlgap1,DLGAP1,DLG associated protein 1,Plasma Membrane,other
-2.373,inside,Dpf3,Dpf3,double PHD fingers 3,Nucleus,other
-2.373,upstream,Dsel,DSEL,dermatan sulfate epimerase-like,Extracellular Space,enzyme
-2.373,upstream,E2f7,E2F7,E2F transcription factor 7,Nucleus,transcription regulator
-2.373,inside,Eif2a,EIF2A,eukaryotic translation initiation factor 2A,Cytoplasm,translation regulator
-2.373,upstream,Fam189a1,FAM189A1,family with sequence similarity 189 member A1,Other,other
-2.373,upstream,Fam19a1,Fam19a1,"family with sequence similarity 19 member A1, C-C motif chemokine like",Cytoplasm,other
-2.373,inside,Gatsl2,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,Cytoplasm,other
-2.373,upstream,Gm10192,Gm10192,predicted gene 10192,Other,other
-2.373,downstream,Gm11033,Gm11033,predicted gene 11033,Other,other
-2.373,downstream,Gm11849,Gm11849,predicted gene 11849,Other,other
-2.373,upstream,Gm11871,Gm11871,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 pseudogene",Other,other
-2.373,upstream,Gm12095,Gm12095,predicted gene 12095,Other,other
-2.373,downstream,Gm12813,Gm12813,selection and upkeep of intraepithelial T-cells protein 11-like,Other,other
-2.373,inside,Gm14295,Gm14288 (includes others),predicted gene 14288,Other,other
-2.373,downstream,Gm15394,Gm15394,"DnaJ (Hsp40) homolog, subfamily C, member 10 pseudogene",Other,other
-2.373,upstream,Gm1840,Gm1840,glucose phosphate isomerase 1 pseudogene,Other,other
-2.373,upstream,Gm2005,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-2.373,downstream,Gm2288,Gm2288,predicted gene 2288,Other,other
-2.373,downstream,Gm5532,Gm5532,predicted gene 5532,Other,other
-2.373,downstream,Gm5797,Gm10408 (includes others),predicted gene 3115,Other,other
-2.373,upstream,Gm9427,Gm9427,"spindlin family, member 2 pseudogene",Other,other
-2.373,upstream,Hist1h1e,Hist1h1e,"histone cluster 1, H1e",Nucleus,other
-2.373,upstream,Hsf3,Hsf3,heat shock transcription factor 3,Other,other
-2.373,upstream,Kcnd2,KCND2,potassium voltage-gated channel subfamily D member 2,Plasma Membrane,ion channel
-2.373,downstream,Klrg2,KLRG2,killer cell lectin like receptor G2,Other,other
-2.373,inside,Krr1,KRR1,"KRR1, small subunit processome component homolog",Nucleus,other
-2.373,upstream,Mef2c,MEF2C,myocyte enhancer factor 2C,Nucleus,transcription regulator
-2.373,upstream,Mir592,mir-592,microRNA 592,Cytoplasm,microRNA
-2.373,upstream,Msl3l2,Msl3l2,male-specific lethal 3-like 2 (Drosophila),Other,other
-2.373,upstream,Olfr596,Olfr596/Olfr603,olfactory receptor 603,Plasma Membrane,G-protein coupled receptor
-2.373,upstream,Pdcd1,PDCD1,programmed cell death 1,Plasma Membrane,phosphatase
-2.373,upstream,Phxr4,Phxr4,per-hexamer repeat gene 4,Plasma Membrane,other
-2.373,downstream,Plch1,PLCH1,phospholipase C eta 1,Cytoplasm,enzyme
-2.373,downstream,Rps15a,RPS15A,ribosomal protein S15a,Cytoplasm,other
-2.373,inside,Sema6d,SEMA6D,semaphorin 6D,Plasma Membrane,other
-2.373,downstream,Slc19a3,SLC19A3,solute carrier family 19 member 3,Plasma Membrane,transporter
-2.373,upstream,Slitrk5,SLITRK5,SLIT and NTRK like family member 5,Other,other
-2.373,upstream,Spink5,SPINK5,"serine peptidase inhibitor, Kazal type 5",Extracellular Space,other
-2.373,inside,Srd5a1,SRD5A1,steroid 5 alpha-reductase 1,Cytoplasm,enzyme
-2.373,downstream,Tacstd2,TACSTD2,tumor associated calcium signal transducer 2,Plasma Membrane,other
-2.373,downstream,Tsn,TSN,translin,Nucleus,other
-2.373,inside,Ube2ql1,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1,Nucleus,enzyme
-2.373,downstream,Ugt2b35,UGT2B7,UDP glucuronosyltransferase family 2 member B7,Cytoplasm,enzyme
-2.373,downstream,Vgll2,VGLL2,vestigial like family member 2,Nucleus,transcription regulator
-2.373,upstream,Vmn2r34,Vmn2r32 (includes others),"vomeronasal 2, receptor 32",Plasma Membrane,G-protein coupled receptor
-2.373,upstream,Vmn2r37,Vmn2r32 (includes others),"vomeronasal 2, receptor 32",Plasma Membrane,G-protein coupled receptor
-2.373,downstream,Vmn2r5,Vmn2r5,"vomeronasal 2, receptor 5",Other,other
-2.373,upstream,Zfp868,Zfp868,zinc finger protein 868,Other,other
-2.392,upstream,Ppp2r1a,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,Cytoplasm,phosphatase
-2.405,inside,Banf2,BANF2,barrier to autointegration factor 2,Cytoplasm,other
-2.405,downstream,Dusp6,DUSP6,dual specificity phosphatase 6,Cytoplasm,phosphatase
-2.405,upstream,Ndst4,NDST4,N-deacetylase and N-sulfotransferase 4,Cytoplasm,enzyme
-2.405,downstream,Prpmp5,Gm8882 (includes others),proline-rich protein BstNI subfamily 1,Extracellular Space,other
-2.405,inside,Rarb,RARB,retinoic acid receptor beta,Nucleus,ligand-dependent nuclear receptor
-2.426,upstream,Id2,ID2,"inhibitor of DNA binding 2, HLH protein",Nucleus,transcription regulator
-2.43,downstream,Swap70,SWAP70,SWAP switching B-cell complex subunit 70,Cytoplasm,other
-2.466,upstream,2010204K13Rik,2010204K13Rik,RIKEN cDNA 2010204K13 gene,Other,other
-2.466,inside,Acap2,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",Nucleus,other
-2.466,upstream,Atp2b1,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,Plasma Membrane,transporter
-2.466,upstream,Atp8b1,ATP8B1,ATPase phospholipid transporting 8B1,Plasma Membrane,transporter
-2.466,upstream,Cdh6,CDH6,cadherin 6,Plasma Membrane,other
-2.466,upstream,Clrn1,CLRN1,clarin 1,Plasma Membrane,other
-2.466,upstream,Cntn4,CNTN4,contactin 4,Plasma Membrane,enzyme
-2.466,upstream,Col3a1,COL3A1,collagen type III alpha 1 chain,Extracellular Space,other
-2.466,upstream,Cox7c,Cox7c,cytochrome c oxidase subunit VIIc,Cytoplasm,other
-2.466,downstream,Ctsm,Ctsm,cathepsin M,Cytoplasm,peptidase
-2.466,inside,Fam13c,FAM13C,family with sequence similarity 13 member C,Other,other
-2.466,inside,Frem3,FREM3,FRAS1 related extracellular matrix 3,Extracellular Space,other
-2.466,upstream,Frg1,FRG1,FSHD region gene 1,Nucleus,transporter
-2.466,overlapEnd,Gapdh,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,Cytoplasm,enzyme
-2.466,downstream,Gm10179,Gm10179,ring finger protein 141 pseudogene,Other,other
-2.466,downstream,Gm10376,Gm10376 (includes others),predicted gene 3486,Other,other
-2.466,upstream,Gm12818,Gm12818,predicted gene 12818,Other,other
-2.466,upstream,Gm12897,Gm12897,predicted gene 12897,Other,other
-2.466,upstream,Gm13234,Gm13234,predicted gene 13234,Other,other
-2.466,upstream,Gm13252,Gm13252,"cytochrome c, somatic-like",Other,other
-2.466,upstream,Gm13384,Gm13384,TRAF-interacting protein pseudogene,Other,other
-2.466,downstream,Gm13809,Gm13809,lactate dehydrogenase A pseudogene,Other,other
-2.466,upstream,Gm13899,Gm13899,metal response element binding transcription factor 2 pseudogene,Other,other
-2.466,downstream,Gm14240,Gm14240,AE binding protein 2 pseudogene,Other,other
-2.466,upstream,Gm14632,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-2.466,upstream,Gm15754,Gm15754,predicted gene 15754,Other,other
-2.466,upstream,Gm16440,Gm16440 (includes others),predicted gene 16440,Other,other
-2.466,upstream,Gm16458,Gm16458,odorant binding protein Ia pseudogene,Other,other
-2.466,upstream,Gm6460,Speer4a (includes others),spermatogenesis associated glutamate (E)-rich protein 4A,Nucleus,other
-2.466,upstream,Gm6460,Speer4a (includes others),spermatogenesis associated glutamate (E)-rich protein 4A,Nucleus,other
-2.466,downstream,Gm7363,Gm7363,predicted gene 7363,Other,other
-2.466,upstream,H2-M10.4,H2-M10.1 (includes others),"histocompatibility 2, M region locus 10.1",Plasma Membrane,other
-2.466,upstream,Iglv1,Iglv1,immunoglobulin lambda variable 1,Other,other
-2.466,upstream,Kcnq5,KCNQ5,potassium voltage-gated channel subfamily Q member 5,Plasma Membrane,ion channel
-2.466,downstream,Kif20b,KIF20B,kinesin family member 20B,Nucleus,enzyme
-2.466,downstream,Mal2,MAL2,"mal, T-cell differentiation protein 2 (gene/pseudogene)",Plasma Membrane,transporter
-2.466,inside,Mrc2,MRC2,mannose receptor C type 2,Plasma Membrane,transmembrane receptor
-2.466,upstream,P2ry2,P2RY2,purinergic receptor P2Y2,Plasma Membrane,G-protein coupled receptor
-2.466,upstream,Pgm2l1,PGM2L1,phosphoglucomutase 2 like 1,Cytoplasm,enzyme
-2.466,inside,Phkb,PHKB,phosphorylase kinase regulatory subunit beta,Cytoplasm,kinase
-2.466,upstream,Ptprq,PTPRQ,"protein tyrosine phosphatase, receptor type Q",Extracellular Space,other
-2.466,downstream,Rab24,Rab24,"RAB24, member RAS oncogene family",Cytoplasm,other
-2.466,downstream,Rab28,RAB28,"RAB28, member RAS oncogene family",Plasma Membrane,enzyme
-2.466,upstream,Ranbp6,RANBP6,RAN binding protein 6,Cytoplasm,other
-2.466,upstream,Samd5,SAMD5,sterile alpha motif domain containing 5,Other,other
-2.466,upstream,Samd9l,Samd9l,sterile alpha motif domain containing 9-like,Other,other
-2.466,downstream,Slc5a8,SLC5A8,solute carrier family 5 member 8,Plasma Membrane,transporter
-2.466,upstream,St8sia2,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",Cytoplasm,enzyme
-2.466,downstream,Tyms,TYMS,thymidylate synthetase,Nucleus,enzyme
-2.466,inside,Ust,UST,uronyl 2-sulfotransferase,Cytoplasm,enzyme
-2.466,upstream,Zc3h12a,ZC3H12A,zinc finger CCCH-type containing 12A,Cytoplasm,enzyme
-2.471,downstream,Cdkn2a,CDKN2A,cyclin dependent kinase inhibitor 2A,Nucleus,transcription regulator
-2.525,upstream,1700025O08Rik,1700025O08Rik,RIKEN cDNA 1700025O08 gene,Other,other
-2.525,downstream,Gm11218,Gm11218,alpha-enolase-like,Other,other
-2.525,downstream,Gm12369,Gm12369,"malate dehydrogenase 2, NAD (mitochondrial) pseudogene",Other,other
-2.537,downstream,Golim4,GOLIM4,golgi integral membrane protein 4,Cytoplasm,other
-2.554,upstream,4931417E11Rik,4931417E11Rik,RIKEN cDNA 4931417E11 gene,Other,other
-2.554,inside,9030624G23Rik,9030624G23Rik (includes others),predicted gene 9257,Cytoplasm,other
-2.554,upstream,Cdyl,CDYL,chromodomain Y like,Nucleus,transcription regulator
-2.554,upstream,Cntnap5a,CNTNAP5,contactin associated protein like 5,Other,other
-2.554,upstream,Cstf2t,CSTF2T,cleavage stimulation factor subunit 2 tau variant,Nucleus,other
-2.554,inside,Dach1,DACH1,dachshund family transcription factor 1,Nucleus,transcription regulator
-2.554,upstream,Ftmt,FTMT,ferritin mitochondrial,Cytoplasm,enzyme
-2.554,upstream,Gm13170,Gm13170,high mobility group box 2 pseudogene,Other,other
-2.554,downstream,Gm14350,Gm14350,"spindlin family, member 2 pseudogene",Other,other
-2.554,upstream,Gm15004,Gm15004,"presenilin associated, rhomboid-like pseudogene",Other,other
-2.554,inside,Gm15319,4930467E23Rik (includes others),RIKEN cDNA 4930467E23 gene,Other,other
-2.554,upstream,Gm4835,Gm4835,mortality factor 4 like 1 pseudogene,Other,other
-2.554,downstream,Il1r2,IL1R2,interleukin 1 receptor type 2,Plasma Membrane,transmembrane receptor
-2.554,upstream,Klhl6,KLHL6,kelch like family member 6,Other,other
-2.554,upstream,Slc38a2,SLC38A2,solute carrier family 38 member 2,Plasma Membrane,transporter
-2.554,upstream,Syt1,SYT1,synaptotagmin 1,Cytoplasm,transporter
-2.554,downstream,Zscan4f,Zscan4c (includes others),zinc finger and SCAN domain containing 4C,Nucleus,other
-2.582,upstream,Plekhg6,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,Cytoplasm,other
-2.596,upstream,Shcbp1,SHCBP1,SHC binding and spindle associated 1,Other,other
-2.596,inside,Wasf3,WASF3,WAS protein family member 3,Cytoplasm,other
-2.604,downstream,Fam83a,FAM83A,family with sequence similarity 83 member A,Other,other
-2.604,inside,Rab11fip3,RAB11FIP3,RAB11 family interacting protein 3,Cytoplasm,other
-2.631,upstream,Epha5,EPHA5,EPH receptor A5,Plasma Membrane,kinase
-2.636,upstream,1700084J12Rik,1700084J12Rik,ribosomal protein L7-like 1 pseudogene,Other,other
-2.636,inside,2410018L13Rik,2410018L13Rik,RIKEN cDNA 2410018L13 gene,Other,other
-2.636,downstream,4922502D21Rik,4922502D21Rik,RIKEN cDNA 4922502D21 gene,Other,other
-2.636,upstream,Epha6,EPHA6,EPH receptor A6,Plasma Membrane,kinase
-2.636,upstream,Gm10486,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-2.636,upstream,Gm12897,Gm12897,predicted gene 12897,Other,other
-2.636,upstream,Gm14263,Gm14263,ribosomal protein S2 pseudogene,Other,other
-2.636,downstream,Gm6851,Gm6851,predicted pseudogene 6851,Other,other
-2.636,inside,Lrrfip1,Lrrfip1,LRR binding FLII interacting protein 1,Other,other
-2.636,inside,Sema6d,SEMA6D,semaphorin 6D,Plasma Membrane,other
-2.636,upstream,Slco6c1,Slco6c1,"solute carrier organic anion transporter family, member 6c1",Plasma Membrane,transporter
-2.636,upstream,Smad6,SMAD6,SMAD family member 6,Nucleus,transcription regulator
-2.689,upstream,Fam181b,FAM181B,family with sequence similarity 181 member B,Other,other
-2.689,downstream,Ogfrl1,OGFRL1,opioid growth factor receptor like 1,Other,other
-2.689,downstream,Ythdc2,YTHDC2,YTH domain containing 2,Cytoplasm,enzyme
-2.699,inside,Sipa1l2,SIPA1L2,signal induced proliferation associated 1 like 2,Other,other
-2.714,upstream,3110079O15Rik,C2orf82,chromosome 2 open reading frame 82,Cytoplasm,other
-2.714,downstream,A830092H15Rik,A830092H15Rik,RIKEN cDNA A830092H15 gene,Other,other
-2.714,upstream,Clec2d,Clec2d (includes others),"C-type lectin domain family 2, member D",Plasma Membrane,other
-2.714,upstream,Cts3,Cts3,cathepsin 3,Other,other
-2.714,downstream,Fhl4,Fhl4,four and a half LIM domains 4,Other,other
-2.714,downstream,Gm10376,Gm10376 (includes others),predicted gene 3486,Other,other
-2.714,downstream,Gm10486,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-2.714,upstream,Gm10645,Gm10645,predicted gene 10645,Other,other
-2.714,upstream,Gm12897,Gm12897,predicted gene 12897,Other,other
-2.714,upstream,Gm12897,Gm12897,predicted gene 12897,Other,other
-2.714,upstream,Gm15403,Gm15403,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene,Other,other
-2.714,upstream,Gm1866,Gm1866,acid phosphatase pseudogene,Other,other
-2.714,upstream,Gm2288,Gm2288,predicted gene 2288,Other,other
-2.714,downstream,Gm5507,Gm5507,glyceraldehyde-3-phosphate dehydrogenase pseudogene,Other,other
-2.714,upstream,Gm9843,Gm9843,predicted gene 9843,Other,other
-2.714,upstream,Irak1bp1,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1,Other,other
-2.714,inside,Ltbp2,LTBP2,latent transforming growth factor beta binding protein 2,Extracellular Space,other
-2.714,inside,Npsr1,NPSR1,neuropeptide S receptor 1,Plasma Membrane,G-protein coupled receptor
-2.714,upstream,Rasa1,RASA1,RAS p21 protein activator 1,Cytoplasm,transporter
-2.714,upstream,Skint3,Gm12814 (includes others),selection and upkeep of intraepithelial T cells 4,Other,other
-2.714,upstream,Spock3,SPOCK3,"SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3",Extracellular Space,other
-2.714,inside,Spsb4,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,Other,other
-2.714,upstream,Vmn2r34,Vmn2r32 (includes others),"vomeronasal 2, receptor 32",Plasma Membrane,G-protein coupled receptor
-2.739,downstream,BC048507,BC048507,cDNA sequence BC048507,Other,other
-2.788,downstream,2310057J18Rik,2310057J18Rik,RIKEN cDNA 2310057J18 gene,Cytoplasm,other
-2.788,upstream,Actrt1,ACTRT1,actin related protein T1,Cytoplasm,other
-2.788,inside,Cadps2,CADPS2,calcium dependent secretion activator 2,Plasma Membrane,other
-2.788,upstream,Card11,CARD11,caspase recruitment domain family member 11,Cytoplasm,kinase
-2.788,upstream,Enpp6,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6,Cytoplasm,enzyme
-2.788,upstream,Epha6,EPHA6,EPH receptor A6,Plasma Membrane,kinase
-2.788,upstream,Ermn,ERMN,ermin,Extracellular Space,other
